Series/Set,Name,Price(>10.0<100.0),Image
expedition,Golem (14),$32.61,https://tcgplayer-cdn.tcgplayer.com/product/85821_25w.jpg
expedition,Mew (55),$26.14,https://tcgplayer-cdn.tcgplayer.com/product/87398_25w.jpg
expedition,Mewtwo (56),$17.41,https://tcgplayer-cdn.tcgplayer.com/product/87420_25w.jpg
expedition,Pichu (22),$75.39,https://tcgplayer-cdn.tcgplayer.com/product/88013_25w.jpg
expedition,Pidgeot (23),$49.07,https://tcgplayer-cdn.tcgplayer.com/product/88027_25w.jpg
expedition,Raichu (25),$77.66,https://tcgplayer-cdn.tcgplayer.com/product/88501_25w.jpg
expedition,Rapidash (26),$52.87,https://tcgplayer-cdn.tcgplayer.com/product/88576_25w.jpg
expedition,Skarmory (27),$37.93,https://tcgplayer-cdn.tcgplayer.com/product/89234_25w.jpg
expedition,Typhlosion (64),$13.20,https://tcgplayer-cdn.tcgplayer.com/product/90101_25w.jpg
expedition,Venusaur (30),$78.03,https://tcgplayer-cdn.tcgplayer.com/product/90314_25w.jpg
expedition,Venusaur (68),$11.02,https://tcgplayer-cdn.tcgplayer.com/product/90316_25w.jpg
expedition,Ampharos (2),$89.15,https://tcgplayer-cdn.tcgplayer.com/product/83538_25w.jpg
expedition,Arbok (3),$47.24,https://tcgplayer-cdn.tcgplayer.com/product/83566_25w.jpg
expedition,Blastoise (36),$23.48,https://tcgplayer-cdn.tcgplayer.com/product/83889_25w.jpg
expedition,Butterfree (5),$56.03,https://tcgplayer-cdn.tcgplayer.com/product/84059_25w.jpg
expedition,Charizard (40),$65.81,https://tcgplayer-cdn.tcgplayer.com/product/84185_25w.jpg
expedition,Clefable (7),$40.21,https://tcgplayer-cdn.tcgplayer.com/product/84342_25w.jpg
expedition,Fearow (11),$38.15,https://tcgplayer-cdn.tcgplayer.com/product/85392_25w.jpg
expedition,Feraligatr (12),$93.79,https://tcgplayer-cdn.tcgplayer.com/product/85414_25w.jpg
expedition,Feraligatr (47),$16.61,https://tcgplayer-cdn.tcgplayer.com/product/85416_25w.jpg
expedition,Kingler (15),$26.24,https://tcgplayer-cdn.tcgplayer.com/product/86453_25w.jpg
expedition,Machamp (16),$33.31,https://tcgplayer-cdn.tcgplayer.com/product/86960_25w.jpg
expedition,Magby (17),$38.49,https://tcgplayer-cdn.tcgplayer.com/product/87000_25w.jpg
expedition,Meganium (18),$73.23,https://tcgplayer-cdn.tcgplayer.com/product/87288_25w.jpg
expedition,Ninetales (21),$86.38,https://tcgplayer-cdn.tcgplayer.com/product/87765_25w.jpg
expedition,Pichu (58),$14.97,https://tcgplayer-cdn.tcgplayer.com/product/88015_25w.jpg
expedition,Poliwrath (24),$22.99,https://tcgplayer-cdn.tcgplayer.com/product/88271_25w.jpg
expedition,Typhlosion (65),$10.04,https://tcgplayer-cdn.tcgplayer.com/product/90102_25w.jpg
expedition,Tyranitar (66),$19.04,https://tcgplayer-cdn.tcgplayer.com/product/90118_25w.jpg
expedition,Venusaur (67),$15.76,https://tcgplayer-cdn.tcgplayer.com/product/90315_25w.jpg
expedition,Vileplume (31),$29.11,https://tcgplayer-cdn.tcgplayer.com/product/90376_25w.jpg
expedition,Weezing (32),$47.98,https://tcgplayer-cdn.tcgplayer.com/product/90557_25w.jpg
gym-challenge,______'s Chansey,$41.99,https://tcgplayer-cdn.tcgplayer.com/product/237278_25w.jpg
gym-challenge,Blaine (17),$78.45,https://tcgplayer-cdn.tcgplayer.com/product/83858_25w.jpg
gym-challenge,Blaine's Charmeleon,$11.77,https://tcgplayer-cdn.tcgplayer.com/product/83864_25w.jpg
gym-challenge,Erika's Bulbasaur,$14.46,https://tcgplayer-cdn.tcgplayer.com/product/85286_25w.jpg
gym-challenge,Erika's Ivysaur,$10.07,https://tcgplayer-cdn.tcgplayer.com/product/85297_25w.jpg
gym-challenge,Erika's Kindness,$20.62,https://tcgplayer-cdn.tcgplayer.com/product/85299_25w.jpg
gym-challenge,Giovanni (104),$10.12,https://tcgplayer-cdn.tcgplayer.com/product/85709_25w.jpg
gym-challenge,Giovanni's Machamp,$77.99,https://tcgplayer-cdn.tcgplayer.com/product/85712_25w.jpg
gym-challenge,Giovanni's Nidoking,$93.98,https://tcgplayer-cdn.tcgplayer.com/product/85718_25w.jpg
gym-challenge,Giovanni's Persian,$73.56,https://tcgplayer-cdn.tcgplayer.com/product/85724_25w.jpg
gym-challenge,Koga (19),$61.93,https://tcgplayer-cdn.tcgplayer.com/product/86502_25w.jpg
gym-challenge,Koga's Beedrill,$72.15,https://tcgplayer-cdn.tcgplayer.com/product/86505_25w.jpg
gym-challenge,Lt. Surge's Eevee,$11.80,https://tcgplayer-cdn.tcgplayer.com/product/86850_25w.jpg
gym-challenge,Lt. Surge's Jolteon,$22.05,https://tcgplayer-cdn.tcgplayer.com/product/86855_25w.jpg
gym-challenge,Misty's Golduck,$74.75,https://tcgplayer-cdn.tcgplayer.com/product/87530_25w.jpg
gym-challenge,Misty's Tears,$16.81,https://tcgplayer-cdn.tcgplayer.com/product/87549_25w.jpg
gym-challenge,Sabrina (110),$14.31,https://tcgplayer-cdn.tcgplayer.com/product/88861_25w.jpg
gym-challenge,Sabrina's Gengar,$83.86,https://tcgplayer-cdn.tcgplayer.com/product/88875_25w.jpg
gym-challenge,Blaine's Charmander,$14.58,https://tcgplayer-cdn.tcgplayer.com/product/83863_25w.jpg
gym-challenge,Blaine's Ninetales,$19.80,https://tcgplayer-cdn.tcgplayer.com/product/83876_25w.jpg
gym-challenge,Chaos Gym,$11.15,https://tcgplayer-cdn.tcgplayer.com/product/84181_25w.jpg
gym-challenge,Giovanni (18),$74.56,https://tcgplayer-cdn.tcgplayer.com/product/85708_25w.jpg
gym-challenge,Giovanni's Nidoqueen,$14.50,https://tcgplayer-cdn.tcgplayer.com/product/85719_25w.jpg
gym-challenge,Giovanni's Pinsir,$12.29,https://tcgplayer-cdn.tcgplayer.com/product/85725_25w.jpg
gym-challenge,Koga's Ditto,$78.10,https://tcgplayer-cdn.tcgplayer.com/product/86506_25w.jpg
gym-challenge,Lt. Surge's Pikachu,$10.27,https://tcgplayer-cdn.tcgplayer.com/product/86860_25w.jpg
gym-challenge,Misty's Wish,$10.58,https://tcgplayer-cdn.tcgplayer.com/product/87553_25w.jpg
gym-challenge,Sabrina (20),$78.32,https://tcgplayer-cdn.tcgplayer.com/product/88860_25w.jpg
gym-challenge,Sabrina's Golduck,$10.99,https://tcgplayer-cdn.tcgplayer.com/product/88876_25w.jpg
gym-heroes,Brock (15),$97.32,https://tcgplayer-cdn.tcgplayer.com/product/83959_25w.jpg
gym-heroes,Brock's Onix (21),$10.83,https://tcgplayer-cdn.tcgplayer.com/product/83974_25w.jpg
gym-heroes,Brock's Rhydon,$79.32,https://tcgplayer-cdn.tcgplayer.com/product/83978_25w.jpg
gym-heroes,Brock's Zubat (24),$12.23,https://tcgplayer-cdn.tcgplayer.com/product/83988_25w.jpg
gym-heroes,Erika (100),$12.06,https://tcgplayer-cdn.tcgplayer.com/product/85282_25w.jpg
gym-heroes,Erika's Clefable,$75.37,https://tcgplayer-cdn.tcgplayer.com/product/85287_25w.jpg
gym-heroes,Erika's Victreebel,$13.33,https://tcgplayer-cdn.tcgplayer.com/product/85308_25w.jpg
gym-heroes,Lt. Surge (17),$46.67,https://tcgplayer-cdn.tcgplayer.com/product/86848_25w.jpg
gym-heroes,Lt. Surge's Electabuzz (6),$48.58,https://tcgplayer-cdn.tcgplayer.com/product/86851_25w.jpg
gym-heroes,Lt. Surge's Magneton,$51.82,https://tcgplayer-cdn.tcgplayer.com/product/86858_25w.jpg
gym-heroes,Lt. Surge's Raichu,$24.34,https://tcgplayer-cdn.tcgplayer.com/product/86862_25w.jpg
gym-heroes,Misty (102),$10.66,https://tcgplayer-cdn.tcgplayer.com/product/87524_25w.jpg
gym-heroes,Misty's Cloyster,$13.29,https://tcgplayer-cdn.tcgplayer.com/product/87525_25w.jpg
gym-heroes,No Removal Gym,$10.97,https://tcgplayer-cdn.tcgplayer.com/product/87789_25w.jpg
gym-heroes,Rocket's Hitmonchan,$64.49,https://tcgplayer-cdn.tcgplayer.com/product/88773_25w.jpg
gym-heroes,The Rocket's Training Gym,$12.31,https://tcgplayer-cdn.tcgplayer.com/product/89896_25w.jpg
gym-heroes,Blaine's Quiz #1,$10.20,https://tcgplayer-cdn.tcgplayer.com/product/83879_25w.jpg
gym-heroes,Brock's Golem,$12.92,https://tcgplayer-cdn.tcgplayer.com/product/83967_25w.jpg
gym-heroes,Brock's Rhyhorn (22),$11.24,https://tcgplayer-cdn.tcgplayer.com/product/83979_25w.jpg
gym-heroes,Brock's Sandslash,$10.99,https://tcgplayer-cdn.tcgplayer.com/product/83983_25w.jpg
gym-heroes,Erika (16),$54.43,https://tcgplayer-cdn.tcgplayer.com/product/85281_25w.jpg
gym-heroes,Erika's Vileplume,$53.59,https://tcgplayer-cdn.tcgplayer.com/product/85309_25w.jpg
gym-heroes,Lt. Surge's Fearow,$66.71,https://tcgplayer-cdn.tcgplayer.com/product/86854_25w.jpg
gym-heroes,Lt. Surge's Pikachu,$12.34,https://tcgplayer-cdn.tcgplayer.com/product/86859_25w.jpg
gym-heroes,Misty's Poliwrath,$17.69,https://tcgplayer-cdn.tcgplayer.com/product/87538_25w.jpg
gym-heroes,Misty's Seadra,$43.42,https://tcgplayer-cdn.tcgplayer.com/product/87541_25w.jpg
gym-heroes,Misty's Tentacool (32),$11.29,https://tcgplayer-cdn.tcgplayer.com/product/87550_25w.jpg
gym-heroes,Misty's Tentacruel,$53.00,https://tcgplayer-cdn.tcgplayer.com/product/87552_25w.jpg
gym-heroes,Rocket's Snorlax,$43.44,https://tcgplayer-cdn.tcgplayer.com/product/88795_25w.jpg
gym-heroes,The Rocket's Trap,$30.88,https://tcgplayer-cdn.tcgplayer.com/product/89897_25w.jpg
swsh09-brilliant-stars,Arceus V,$14.67,https://tcgplayer-cdn.tcgplayer.com/product/257275_25w.jpg
swsh09-brilliant-stars,Arceus V (Full Art),$23.89,https://tcgplayer-cdn.tcgplayer.com/product/263884_25w.jpg
swsh09-brilliant-stars,Arceus VSTAR (Secret) (176),$37.54,https://tcgplayer-cdn.tcgplayer.com/product/263896_25w.jpg
swsh09-brilliant-stars,Charizard V (Full Art),$44.68,https://tcgplayer-cdn.tcgplayer.com/product/263872_25w.jpg
swsh09-brilliant-stars,Galarian Moltres V (Secret),$27.02,https://tcgplayer-cdn.tcgplayer.com/product/263903_25w.jpg
swsh09-brilliant-stars,Honchkrow V (Alternate Full Art),$17.58,https://tcgplayer-cdn.tcgplayer.com/product/263881_25w.jpg
swsh09-brilliant-stars,Lumineon V (Full Art),$10.22,https://tcgplayer-cdn.tcgplayer.com/product/263874_25w.jpg
swsh09-brilliant-stars,Magma Basin (Secret),$10.93,https://tcgplayer-cdn.tcgplayer.com/product/263906_25w.jpg
swsh09-brilliant-stars,Pikachu V (Full Art),$13.30,https://tcgplayer-cdn.tcgplayer.com/product/263876_25w.jpg
swsh09-brilliant-stars,Arceus V (Alternate Full Art),$62.59,https://tcgplayer-cdn.tcgplayer.com/product/263885_25w.jpg
swsh09-brilliant-stars,Arceus VSTAR,$33.37,https://tcgplayer-cdn.tcgplayer.com/product/257279_25w.jpg
swsh09-brilliant-stars,Arceus VSTAR (Secret) (184),$58.44,https://tcgplayer-cdn.tcgplayer.com/product/263904_25w.jpg
swsh09-brilliant-stars,Charizard VSTAR,$18.02,https://tcgplayer-cdn.tcgplayer.com/product/257293_25w.jpg
swsh09-brilliant-stars,Cynthia's Ambition (Full Art),$14.23,https://tcgplayer-cdn.tcgplayer.com/product/263888_25w.jpg
swsh09-brilliant-stars,Galarian Articuno V (Secret),$23.45,https://tcgplayer-cdn.tcgplayer.com/product/263901_25w.jpg
swsh09-brilliant-stars,Galarian Zapdos V (Secret),$26.32,https://tcgplayer-cdn.tcgplayer.com/product/263902_25w.jpg
swsh09-brilliant-stars,Lumineon V (Alternate Full Art),$24.46,https://tcgplayer-cdn.tcgplayer.com/product/263875_25w.jpg
swsh09-brilliant-stars,Marnie's Pride (Full Art),$23.74,https://tcgplayer-cdn.tcgplayer.com/product/263890_25w.jpg
swsh09-brilliant-stars,Ultra Ball (Secret),$28.74,https://tcgplayer-cdn.tcgplayer.com/product/263907_25w.jpg
base-set,Chansey,$22.81,https://tcgplayer-cdn.tcgplayer.com/product/42371_25w.jpg
base-set,Clefairy,$22.68,https://tcgplayer-cdn.tcgplayer.com/product/42393_25w.jpg
base-set,Magneton,$17.22,https://tcgplayer-cdn.tcgplayer.com/product/42433_25w.jpg
base-set,Nidoking,$22.29,https://tcgplayer-cdn.tcgplayer.com/product/42351_25w.jpg
base-set,Poliwrath,$20.68,https://tcgplayer-cdn.tcgplayer.com/product/42353_25w.jpg
base-set,Raichu,$37.19,https://tcgplayer-cdn.tcgplayer.com/product/42354_25w.jpg
base-set,Venusaur,$80.74,https://tcgplayer-cdn.tcgplayer.com/product/42355_25w.jpg
base-set,Zapdos,$27.75,https://tcgplayer-cdn.tcgplayer.com/product/42356_25w.jpg
base-set,Alakazam,$35.68,https://tcgplayer-cdn.tcgplayer.com/product/42346_25w.jpg
base-set,Dragonair,$10.45,https://tcgplayer-cdn.tcgplayer.com/product/42358_25w.jpg
base-set,Gyarados,$24.81,https://tcgplayer-cdn.tcgplayer.com/product/42404_25w.jpg
base-set,Hitmonchan,$13.99,https://tcgplayer-cdn.tcgplayer.com/product/42415_25w.jpg
base-set,Mewtwo,$26.00,https://tcgplayer-cdn.tcgplayer.com/product/42347_25w.jpg
base-set,Ninetales,$20.26,https://tcgplayer-cdn.tcgplayer.com/product/42352_25w.jpg
xy-fates-collide,Glaceon EX (Full Art),$10.17,https://tcgplayer-cdn.tcgplayer.com/product/117888_25w.jpg
xy-fates-collide,Umbreon EX (Full Art),$27.38,https://tcgplayer-cdn.tcgplayer.com/product/117891_25w.jpg
xy-fates-collide,Alakazam EX (Secret),$21.90,https://tcgplayer-cdn.tcgplayer.com/product/117896_25w.jpg
xy-fates-collide,M Alakazam EX (Full Art),$12.85,https://tcgplayer-cdn.tcgplayer.com/product/117890_25w.jpg
xy-fates-collide,Umbreon EX,$12.11,https://tcgplayer-cdn.tcgplayer.com/product/117812_25w.jpg
sm-burning-shadows,Escape Rope (Secret),$25.36,https://tcgplayer-cdn.tcgplayer.com/product/138624_25w.jpg
sm-burning-shadows,Fairy Energy (Secret),$40.54,https://tcgplayer-cdn.tcgplayer.com/product/138637_25w.jpg
sm-burning-shadows,Gardevoir GX (Secret),$14.53,https://tcgplayer-cdn.tcgplayer.com/product/138587_25w.jpg
sm-burning-shadows,Guzma (Full Art),$12.37,https://tcgplayer-cdn.tcgplayer.com/product/138610_25w.jpg
sm-burning-shadows,Machamp GX (Secret),$13.82,https://tcgplayer-cdn.tcgplayer.com/product/138548_25w.jpg
sm-burning-shadows,Marshadow GX (Secret),$10.94,https://tcgplayer-cdn.tcgplayer.com/product/138568_25w.jpg
sm-burning-shadows,Acerola (Full Art),$32.98,https://tcgplayer-cdn.tcgplayer.com/product/138609_25w.jpg
sm-burning-shadows,Charizard GX,$16.70,https://tcgplayer-cdn.tcgplayer.com/product/138496_25w.jpg
sm-burning-shadows,Darkness Energy (Secret),$41.07,https://tcgplayer-cdn.tcgplayer.com/product/138636_25w.jpg
sm-burning-shadows,Darkrai GX (Secret),$17.14,https://tcgplayer-cdn.tcgplayer.com/product/138580_25w.jpg
sm-burning-shadows,Fire Energy (Secret),$28.33,https://tcgplayer-cdn.tcgplayer.com/product/138635_25w.jpg
sm-burning-shadows,Lycanroc GX (Secret),$12.02,https://tcgplayer-cdn.tcgplayer.com/product/138640_25w.jpg
sm-burning-shadows,Wicke (Full Art),$21.82,https://tcgplayer-cdn.tcgplayer.com/product/138620_25w.jpg
sm-unbroken-bonds,Blastoise GX (Secret),$87.08,https://tcgplayer-cdn.tcgplayer.com/product/189100_25w.jpg
sm-unbroken-bonds,Gardevoir & Sylveon GX (204) (Full Art),$12.22,https://tcgplayer-cdn.tcgplayer.com/product/189315_25w.jpg
sm-unbroken-bonds,Gardevoir & Sylveon GX (Secret),$31.88,https://tcgplayer-cdn.tcgplayer.com/product/189317_25w.jpg
sm-unbroken-bonds,Green's Exploration (Full Art),$46.24,https://tcgplayer-cdn.tcgplayer.com/product/189278_25w.jpg
sm-unbroken-bonds,Greninja & Zoroark GX (201) (Full Art),$26.89,https://tcgplayer-cdn.tcgplayer.com/product/189310_25w.jpg
sm-unbroken-bonds,Janine (Full Art),$11.28,https://tcgplayer-cdn.tcgplayer.com/product/189279_25w.jpg
sm-unbroken-bonds,Koga's Trap (Full Art),$10.76,https://tcgplayer-cdn.tcgplayer.com/product/189282_25w.jpg
sm-unbroken-bonds,Marshadow & Machamp GX (Secret),$13.51,https://tcgplayer-cdn.tcgplayer.com/product/189322_25w.jpg
sm-unbroken-bonds,Pheromosa & Buzzwole GX (192) (Alternate Full Art),$10.58,https://tcgplayer-cdn.tcgplayer.com/product/189304_25w.jpg
sm-unbroken-bonds,Pokegear 3.0 (Secret),$13.37,https://tcgplayer-cdn.tcgplayer.com/product/189290_25w.jpg
sm-unbroken-bonds,Reshiram & Charizard GX,$11.83,https://tcgplayer-cdn.tcgplayer.com/product/188409_25w.jpg
sm-unbroken-bonds,Dedenne GX (Secret),$12.98,https://tcgplayer-cdn.tcgplayer.com/product/189157_25w.jpg
sm-unbroken-bonds,Gardevoir & Sylveon GX (205) (Full Art),$54.24,https://tcgplayer-cdn.tcgplayer.com/product/189316_25w.jpg
sm-unbroken-bonds,Greninja & Zoroark GX (Secret),$19.04,https://tcgplayer-cdn.tcgplayer.com/product/189312_25w.jpg
sm-unbroken-bonds,Lucario & Melmetal GX (Secret),$16.73,https://tcgplayer-cdn.tcgplayer.com/product/189314_25w.jpg
sm-unbroken-bonds,Marshadow & Machamp GX (199) (Full Art),$19.03,https://tcgplayer-cdn.tcgplayer.com/product/189308_25w.jpg
sm-unbroken-bonds,Muk & Alolan Muk GX (197) (Full Art),$11.31,https://tcgplayer-cdn.tcgplayer.com/product/189306_25w.jpg
sm-unbroken-bonds,Red's Challenge (Full Art),$45.72,https://tcgplayer-cdn.tcgplayer.com/product/189293_25w.jpg
sm-unbroken-bonds,Reshiram & Charizard GX (Full Art),$27.94,https://tcgplayer-cdn.tcgplayer.com/product/189318_25w.jpg
sm-unbroken-bonds,Welder (Full Art),$21.68,https://tcgplayer-cdn.tcgplayer.com/product/189299_25w.jpg
sm-forbidden-light,Arceus Prism Star,$10.42,https://tcgplayer-cdn.tcgplayer.com/product/165758_25w.jpg
sm-forbidden-light,Dialga GX (Secret),$37.52,https://tcgplayer-cdn.tcgplayer.com/product/165740_25w.jpg
sm-forbidden-light,Energy Recycler (Secret),$18.82,https://tcgplayer-cdn.tcgplayer.com/product/165792_25w.jpg
sm-forbidden-light,Greninja GX (Full Art),$16.65,https://tcgplayer-cdn.tcgplayer.com/product/165674_25w.jpg
sm-forbidden-light,Lucario GX (Full Art),$10.53,https://tcgplayer-cdn.tcgplayer.com/product/165780_25w.jpg
sm-forbidden-light,Mysterious Treasure (Secret),$12.40,https://tcgplayer-cdn.tcgplayer.com/product/165788_25w.jpg
sm-forbidden-light,Palkia GX (Secret),$31.61,https://tcgplayer-cdn.tcgplayer.com/product/165669_25w.jpg
sm-forbidden-light,Ultra Necrozma GX (Secret),$21.17,https://tcgplayer-cdn.tcgplayer.com/product/165757_25w.jpg
sm-forbidden-light,Ultra Recon Squad (Full Art),$10.70,https://tcgplayer-cdn.tcgplayer.com/product/165776_25w.jpg
sm-forbidden-light,Unit Energy FDY (Secret),$14.49,https://tcgplayer-cdn.tcgplayer.com/product/165791_25w.jpg
sm-forbidden-light,Xerneas GX (Secret),$21.67,https://tcgplayer-cdn.tcgplayer.com/product/165750_25w.jpg
sm-forbidden-light,Yveltal GX (Secret),$21.74,https://tcgplayer-cdn.tcgplayer.com/product/165735_25w.jpg
sm-forbidden-light,Dialga GX (Full Art),$14.01,https://tcgplayer-cdn.tcgplayer.com/product/165739_25w.jpg
sm-forbidden-light,Diantha (Full Art),$17.08,https://tcgplayer-cdn.tcgplayer.com/product/165769_25w.jpg
sm-forbidden-light,Greninja GX (Secret),$46.39,https://tcgplayer-cdn.tcgplayer.com/product/165675_25w.jpg
sm-forbidden-light,Lucario GX (Secret),$36.05,https://tcgplayer-cdn.tcgplayer.com/product/165781_25w.jpg
sm-forbidden-light,Naganadel GX (Secret),$12.91,https://tcgplayer-cdn.tcgplayer.com/product/165708_25w.jpg
sm-forbidden-light,Ultra Necrozma GX (Full Art),$11.65,https://tcgplayer-cdn.tcgplayer.com/product/165756_25w.jpg
sm-forbidden-light,Zygarde GX (Secret),$15.11,https://tcgplayer-cdn.tcgplayer.com/product/165727_25w.jpg
sm-ultra-prism,Crushing Hammer (Secret Rare),$49.38,https://tcgplayer-cdn.tcgplayer.com/product/157782_25w.jpg
sm-ultra-prism,Cynthia (Full Art),$84.29,https://tcgplayer-cdn.tcgplayer.com/product/157764_25w.jpg
sm-ultra-prism,Dusk Mane Necrozma GX (Secret Rare),$14.72,https://tcgplayer-cdn.tcgplayer.com/product/157779_25w.jpg
sm-ultra-prism,Glaceon GX (Full Art),$15.66,https://tcgplayer-cdn.tcgplayer.com/product/157757_25w.jpg
sm-ultra-prism,Leafeon GX (Secret Rare),$32.67,https://tcgplayer-cdn.tcgplayer.com/product/157773_25w.jpg
sm-ultra-prism,Lunala GX (Secret Rare),$43.08,https://tcgplayer-cdn.tcgplayer.com/product/157788_25w.jpg
sm-ultra-prism,Lusamine (Full Art),$46.76,https://tcgplayer-cdn.tcgplayer.com/product/157769_25w.jpg
sm-ultra-prism,Mars (Full Art),$30.36,https://tcgplayer-cdn.tcgplayer.com/product/157770_25w.jpg
sm-ultra-prism,Palkia GX (Secret Rare),$25.93,https://tcgplayer-cdn.tcgplayer.com/product/157781_25w.jpg
sm-ultra-prism,Dawn Wings Necrozma GX (Secret Rare),$12.78,https://tcgplayer-cdn.tcgplayer.com/product/157777_25w.jpg
sm-ultra-prism,Dialga GX (Secret Rare),$21.29,https://tcgplayer-cdn.tcgplayer.com/product/157780_25w.jpg
sm-ultra-prism,Dusk Mane Necrozma GX (Full Art),$14.44,https://tcgplayer-cdn.tcgplayer.com/product/157761_25w.jpg
sm-ultra-prism,Gardenia (Full Art),$30.32,https://tcgplayer-cdn.tcgplayer.com/product/157765_25w.jpg
sm-ultra-prism,Glaceon GX (Secret Rare),$29.04,https://tcgplayer-cdn.tcgplayer.com/product/157775_25w.jpg
sm-ultra-prism,Lana (Full Art),$24.96,https://tcgplayer-cdn.tcgplayer.com/product/157766_25w.jpg
sm-ultra-prism,Leafeon GX (Full Art),$15.80,https://tcgplayer-cdn.tcgplayer.com/product/157755_25w.jpg
sm-ultra-prism,Solgaleo GX (Secret Rare),$50.31,https://tcgplayer-cdn.tcgplayer.com/product/157789_25w.jpg
sm-ultra-prism,Unit Energy GRW (Secret Rare),$13.03,https://tcgplayer-cdn.tcgplayer.com/product/157786_25w.jpg
sm-ultra-prism,Unit Energy LPM (Secret Rare),$11.59,https://tcgplayer-cdn.tcgplayer.com/product/157787_25w.jpg
sm-ultra-prism,Volkner (Full Art),$14.60,https://tcgplayer-cdn.tcgplayer.com/product/157772_25w.jpg
sm-crimson-invasion,Olivia (Full Art),$13.46,https://tcgplayer-cdn.tcgplayer.com/product/149144_25w.jpg
sm-crimson-invasion,Gyarados GX (Secret),$28.42,https://tcgplayer-cdn.tcgplayer.com/product/149127_25w.jpg
sm-crimson-invasion,Lusamine (Full Art),$19.55,https://tcgplayer-cdn.tcgplayer.com/product/149143_25w.jpg
sm-crimson-invasion,Water Energy (Secret),$18.19,https://tcgplayer-cdn.tcgplayer.com/product/149149_25w.jpg
sm-base-set,Espeon GX (Secret),$21.33,https://tcgplayer-cdn.tcgplayer.com/product/127191_25w.jpg
sm-base-set,Lunala GX (Secret),$12.19,https://tcgplayer-cdn.tcgplayer.com/product/127192_25w.jpg
sm-base-set,Metal Energy (Secret),$11.64,https://tcgplayer-cdn.tcgplayer.com/product/127202_25w.jpg
sm-base-set,Psychic Energy (Secret),$12.62,https://tcgplayer-cdn.tcgplayer.com/product/127201_25w.jpg
sm-base-set,Solgaleo GX (Secret),$19.06,https://tcgplayer-cdn.tcgplayer.com/product/127194_25w.jpg
sm-base-set,Switch (Secret),$30.58,https://tcgplayer-cdn.tcgplayer.com/product/127199_25w.jpg
sm-base-set,Umbreon GX (Secret),$29.52,https://tcgplayer-cdn.tcgplayer.com/product/127193_25w.jpg
sm-base-set,Lillie (Full Art),$21.87,https://tcgplayer-cdn.tcgplayer.com/product/127019_25w.jpg
sm-base-set,Ultra Ball (Secret),$42.08,https://tcgplayer-cdn.tcgplayer.com/product/127200_25w.jpg
xy-promos,Absol - XY178,$12.27,https://tcgplayer-cdn.tcgplayer.com/product/158183_25w.jpg
xy-promos,Aegislash - 86/146 (Prerelease Promo),$50.00,https://tcgplayer-cdn.tcgplayer.com/product/243195_25w.jpg
xy-promos,Altaria - XY46 (Prerelease Promo),$11.89,https://tcgplayer-cdn.tcgplayer.com/product/100503_25w.jpg
xy-promos,Arcanine BREAK - XY180,$11.71,https://tcgplayer-cdn.tcgplayer.com/product/126559_25w.jpg
xy-promos,Ash-Greninja EX - XY133,$13.14,https://tcgplayer-cdn.tcgplayer.com/product/118871_25w.jpg
xy-promos,Blastoise EX - XY122,$45.30,https://tcgplayer-cdn.tcgplayer.com/product/118862_25w.jpg
xy-promos,Charizard EX - XY121,$36.81,https://tcgplayer-cdn.tcgplayer.com/product/117267_25w.jpg
xy-promos,Charizard EX - XY29,$10.09,https://tcgplayer-cdn.tcgplayer.com/product/96392_25w.jpg
xy-promos,Chesnaught (Staff Prerelease),$18.56,https://tcgplayer-cdn.tcgplayer.com/product/108598_25w.jpg
xy-promos,Dragonite (Cosmo Holo),$26.08,https://tcgplayer-cdn.tcgplayer.com/product/179683_25w.jpg
xy-promos,Greninja - XY24,$26.04,https://tcgplayer-cdn.tcgplayer.com/product/96387_25w.jpg
xy-promos,Gyarados - XY109,$16.36,https://tcgplayer-cdn.tcgplayer.com/product/177110_25w.jpg
xy-promos,Hoopa (XY Steam Siege Staff Prerelease),$31.99,https://tcgplayer-cdn.tcgplayer.com/product/129381_25w.jpg
xy-promos,Latias (Full Art Promo),$18.24,https://tcgplayer-cdn.tcgplayer.com/product/108608_25w.jpg
xy-promos,Latios (Full Art Promo),$20.63,https://tcgplayer-cdn.tcgplayer.com/product/108609_25w.jpg
xy-promos,M Blaziken EX,$23.48,https://tcgplayer-cdn.tcgplayer.com/product/108616_25w.jpg
xy-promos,M Gengar EX,$26.95,https://tcgplayer-cdn.tcgplayer.com/product/125253_25w.jpg
xy-promos,M Metagross EX (Shiny),$10.97,https://tcgplayer-cdn.tcgplayer.com/product/96398_25w.jpg
xy-promos,Machamp (XY Evolutions Prerelease),$73.75,https://tcgplayer-cdn.tcgplayer.com/product/126018_25w.jpg
xy-promos,Magikarp,$14.94,https://tcgplayer-cdn.tcgplayer.com/product/116779_25w.jpg
xy-promos,Metagross EX (Shiny),$14.16,https://tcgplayer-cdn.tcgplayer.com/product/96397_25w.jpg
xy-promos,Mew - XY192,$14.41,https://tcgplayer-cdn.tcgplayer.com/product/127135_25w.jpg
xy-promos,Moltres (Staff Prerelease),$44.12,https://tcgplayer-cdn.tcgplayer.com/product/118864_25w.jpg
xy-promos,Pikachu,$18.44,https://tcgplayer-cdn.tcgplayer.com/product/114004_25w.jpg
xy-promos,Pikachu EX - XY124,$66.18,https://tcgplayer-cdn.tcgplayer.com/product/123436_25w.jpg
