swsh08-fusion-strike,Greedent VMAX,218/264,Ultra Rare,$2.26,https://tcgplayer-cdn.tcgplayer.com/product/253317_25w.jpg,https://www.tcgplayer.com/product/253317/pokemon-swsh08-fusion-strike-greedent-vmax
swsh08-fusion-strike,Greninja V,073/264,Ultra Rare,$1.43,https://tcgplayer-cdn.tcgplayer.com/product/253223_25w.jpg,https://www.tcgplayer.com/product/253223/pokemon-swsh08-fusion-strike-greninja-v
swsh08-fusion-strike,Growlithe,032/264,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253129_25w.jpg,https://www.tcgplayer.com/product/253129/pokemon-swsh08-fusion-strike-growlithe
swsh08-fusion-strike,Hariyama,143/264,Uncommon,$0.13,https://tcgplayer-cdn.tcgplayer.com/product/253355_25w.jpg,https://www.tcgplayer.com/product/253355/pokemon-swsh08-fusion-strike-hariyama
swsh08-fusion-strike,Heatmor,041/264,Uncommon,$0.07,https://tcgplayer-cdn.tcgplayer.com/product/253150_25w.jpg,https://www.tcgplayer.com/product/253150/pokemon-swsh08-fusion-strike-heatmor
swsh08-fusion-strike,Helioptile,098/264,Common,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253254_25w.jpg,https://www.tcgplayer.com/product/253254/pokemon-swsh08-fusion-strike-helioptile
swsh08-fusion-strike,Huntail,066/264,Rare,$0.13,https://tcgplayer-cdn.tcgplayer.com/product/253209_25w.jpg,https://www.tcgplayer.com/product/253209/pokemon-swsh08-fusion-strike-huntail
swsh08-fusion-strike,Indeedee,127/264,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253318_25w.jpg,https://www.tcgplayer.com/product/253318/pokemon-swsh08-fusion-strike-indeedee
swsh08-fusion-strike,Inteleon VMAX,079/264,Ultra Rare,$3.18,https://tcgplayer-cdn.tcgplayer.com/product/253233_25w.jpg,https://www.tcgplayer.com/product/253233/pokemon-swsh08-fusion-strike-inteleon-vmax
swsh08-fusion-strike,Jigglypuff,110/264,Common,$0.04,https://tcgplayer-cdn.tcgplayer.com/product/253268_25w.jpg,https://www.tcgplayer.com/product/253268/pokemon-swsh08-fusion-strike-jigglypuff
swsh08-fusion-strike,Jynx,112/264,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253273_25w.jpg,https://www.tcgplayer.com/product/253273/pokemon-swsh08-fusion-strike-jynx
swsh08-fusion-strike,Klefki,186/264,Common,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253335_25w.jpg,https://www.tcgplayer.com/product/253335/pokemon-swsh08-fusion-strike-klefki
swsh08-fusion-strike,Lapras,054/264,Uncommon,$0.08,https://tcgplayer-cdn.tcgplayer.com/product/253185_25w.jpg,https://www.tcgplayer.com/product/253185/pokemon-swsh08-fusion-strike-lapras
swsh08-fusion-strike,Latios,194/264,Rare,$0.13,https://tcgplayer-cdn.tcgplayer.com/product/253351_25w.jpg,https://www.tcgplayer.com/product/253351/pokemon-swsh08-fusion-strike-latios
swsh08-fusion-strike,Lopunny,213/264,Uncommon,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253310_25w.jpg,https://www.tcgplayer.com/product/253310/pokemon-swsh08-fusion-strike-lopunny
swsh08-fusion-strike,Luxio,092/264,Uncommon,$0.05,https://tcgplayer-cdn.tcgplayer.com/product/253248_25w.jpg,https://www.tcgplayer.com/product/253248/pokemon-swsh08-fusion-strike-luxio
swsh08-fusion-strike,Magcargo,035/264,Uncommon,$0.07,https://tcgplayer-cdn.tcgplayer.com/product/253132_25w.jpg,https://www.tcgplayer.com/product/253132/pokemon-swsh08-fusion-strike-magcargo
swsh08-fusion-strike,Mandibuzz,173/264,Uncommon,$0.06,https://tcgplayer-cdn.tcgplayer.com/product/253387_25w.jpg,https://www.tcgplayer.com/product/253387/pokemon-swsh08-fusion-strike-mandibuzz
swsh08-fusion-strike,Mantine,061/264,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253195_25w.jpg,https://www.tcgplayer.com/product/253195/pokemon-swsh08-fusion-strike-mantine
swsh08-fusion-strike,Marill,058/264,Common,$0.06,https://tcgplayer-cdn.tcgplayer.com/product/253189_25w.jpg,https://www.tcgplayer.com/product/253189/pokemon-swsh08-fusion-strike-marill
swsh08-fusion-strike,Mawile,119/264,Common,$0.03,https://tcgplayer-cdn.tcgplayer.com/product/253290_25w.jpg,https://www.tcgplayer.com/product/253290/pokemon-swsh08-fusion-strike-mawile
swsh08-fusion-strike,Meloetta,124/264,Rare,$0.21,https://tcgplayer-cdn.tcgplayer.com/product/253308_25w.jpg,https://www.tcgplayer.com/product/253308/pokemon-swsh08-fusion-strike-meloetta
swsh08-fusion-strike,Meowth,199/264,Common,$0.02,https://tcgplayer-cdn.tcgplayer.com/product/253291_25w.jpg,https://www.tcgplayer.com/product/253291/pokemon-swsh08-fusion-strike-meowth
swsh08-fusion-strike,Mew V,113/264,Ultra Rare,$5.43,https://tcgplayer-cdn.tcgplayer.com/product/253274_25w.jpg,https://www.tcgplayer.com/product/253274/pokemon-swsh08-fusion-strike-mew-v
swsh08-fusion-strike,Mew V (Full Art),250/264,Ultra Rare,$18.90,https://tcgplayer-cdn.tcgplayer.com/product/253146_25w.jpg,https://www.tcgplayer.com/product/253146/pokemon-swsh08-fusion-strike-mew-v-full-art
